subject_id,subject_kind,severity,category,details_json,suggested_fix
artwork:black hole,node,bug,forked_created_by,"{""creator_types"": [""practitioner"", ""practitioner""], ""creators"": [""practitioner:suzanne treister"", ""practitioner:addie wagenknecht""], ""gatherers"": [""gatherer-objkt-tags-v3"", ""gatherer-wikidata-v3b""], ""sub_class"": ""id_collision_overlap""}",split node — see Section C.1 finding for same id
artwork:chromie squiggle,node,bug,forked_created_by,"{""creator_types"": [""platform"", ""practitioner""], ""creators"": [""platform:art blocks"", ""practitioner:snowfro""], ""gatherers"": [""contributor:migration""], ""sub_class"": ""platform_or_institution_as_creator""}",remap non-practitioner CREATED_BY to EXHIBITED_AT or PUBLISHED_ON
artwork:fidenza,node,bug,forked_created_by,"{""creator_types"": [""platform"", ""practitioner""], ""creators"": [""platform:art blocks"", ""practitioner:tyler hobbs""], ""gatherers"": [""contributor:migration""], ""sub_class"": ""platform_or_institution_as_creator""}",remap non-practitioner CREATED_BY to EXHIBITED_AT or PUBLISHED_ON
artwork:future art ecosystems 4: art x public ai,node,bug,forked_created_by,"{""creator_types"": [""institution"", ""publication""], ""creators"": [""institution:serpentine arts technologies"", ""publication:serpentine fae4: art x decentralised ai 2024""], ""gatherers"": [""contributor:migration""], ""sub_class"": ""platform_or_institution_as_creator""}",remap non-practitioner CREATED_BY to EXHIBITED_AT or PUBLISHED_ON
artwork:the hearth,node,bug,forked_created_by,"{""creator_types"": [""artwork"", ""artwork""], ""creators"": [""artwork:starmirror holly herndon & mat dryhurst"", ""artwork:the call holly herndon & mat dryhurst""], ""gatherers"": [""contributor:migration""], ""sub_class"": ""platform_or_institution_as_creator""}",remap non-practitioner CREATED_BY to EXHIBITED_AT or PUBLISHED_ON
artwork:untitled,node,bug,forked_created_by,"{""creator_types"": [""practitioner"", ""practitioner"", ""practitioner""], ""creators"": [""practitioner:vera molnar"", ""practitioner:american artist"", ""practitioner:harold cohen""], ""gatherers"": [""gatherer-enrichment"", ""gatherer-moma-digital-v3"", ""gatherer-wikidata-v3b""], ""sub_class"": ""id_collision_overlap""}",split node — see Section C.1 finding for same id
